State/Centre,Grade,Subject,Medium,Textbook Name,Chapter No.,Chapter Name,Chapter Concept Name,Topic Name,Topic Concept Name,Sub-Topic,Keywords,Name,Description,Icon / Image filepath,File Type,File Path,Audience,Content Purpose,Content Duration (in mins),Content Size (in MB),License Type (CC-BY etc),Content Author/Provider Name,Comments
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Economic Activities by Men and Women,Economic Activities,NA,"Gender Equality, Economy, Human Development Index, Middle East, South Africa, Sub Saharan Africa",People as Resource_Economic Activities by Men and Women_1,Economics_2_People as Resource_Economic Activities by Men and Women_Female Economic Activity,https://drive.google.com/a/netscribes.com/file/d/1ofCqxm4xb9DO8YFE_FefoNaLhFkA5LSM/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1IHCp1dWrSmdGy5UZgKYjkI2ZxU7A6_za/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Economic Activities by Men and Women,Economic Activities,NA,"Economic Activity, Primary Activities, Agriculture, Fishing, Mining, Poultary Farming, Forestry, Husbandry, Secondary, Quarrying, Manufacturing, Tertiary, Communication, Banking, Insurance, Service, Health, Education, Men, Women, Salary, Good Treatment, Job Security, Maternity Leave, Childcare, High Education, Equal, Skill, Bihar, Uttar Pradesh",People as Resource_Economic Activities by Men and Women_2,Economics_2_People as Resource_Economic Activities by Men and Women_Defining Economic Activity,https://drive.google.com/a/netscribes.com/file/d/1JxJTxch8QzFdN_d8fV-eesYB7nQnQca5/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=xX5Y7Gw30EA,Learner,Explanation Content,12:22,NA,Standard YouTube License,Learner.in_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Economic Activities by Men and Women,Economic Activities,NA,"Economic Activity Rate, Labour Force Participation Rate, Employed, Unemployed, Manpower, Labour Market, Production",People as Resource_Economic Activities by Men and Women_3,Economics_2_People as Resource_Economic Activities by Men and Women_Economic Activity,https://drive.google.com/a/netscribes.com/file/d/1Q705EblYn4-PieAw7APzbNfPiY5xEdRx/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1_dO8CfZY1rpbwQlB5eBvLmSmvGGwZ67d/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,NA,"Life Expectancy, Education, Per Capita Income, Human Development, Education, Inequality, Education Index, Standard Of Living",People as Resource_Quality of Population_1,Economics_2_People as Resource_Quality of Population_Human Development Index,https://drive.google.com/a/netscribes.com/file/d/1Jdw-HCX81D6M2FVIk57pOC_iOPKM_euT/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1fJC2rvf4JrL8qIrsgo6vMyIDHJudOOVE/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,NA,"Literacy Rate, India, British Rule, Gender Diparity, Family Planning, Economic Independence",People as Resource_Quality of Population_2,Economics_2_People as Resource_Quality of Population_Literacy in India,https://drive.google.com/a/netscribes.com/file/d/1koqbLtTpgThz-v3XPZMsfRt1IIRV72yh/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1rm0cU3C9caBi4XMWiT59GYyBPm9kVSrL/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,NA,"literacy Rate, Health, Life Expectancy, Country, Growth Rate, Illiterate, Economy, Asset, Education, Job, Salary, Elementary Education, Navodaya Vidyalaya, Vocational Stream, Knowledge, Skill, Education, Gdp, Right",People as Resource_Quality of Population_3,Economics_2_People as Resource_Quality of Population_Introduction Quality of Population,https://drive.google.com/a/netscribes.com/file/d/1d9BczuYs7dRSCn1px71tJSD4RevbTxtq/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=qE0H4T9Blxk,Learner,Explanation Content,3:16,NA,Standard YouTube License,smartschoolonline_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,NA,"Education, Healthcare, Training, Asset, Opportunity, Good Value, Employment, Teacher, Good Health, Organization, Nutritional Guidance, National Health Policy, Primary School, Life Expectancy, Infant Mortality Rate, Birth Rate, Death Rate",People as Resource_Quality of Population_4,Economics_2_People as Resource_Quality of Population_Quality of Population,https://drive.google.com/a/netscribes.com/file/d/11XoPjty3muTGVagJ7YU1lOywKWV1741N/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Iw3RHGFEXqY,Learner,Explanation Content,8:15,NA,Standard YouTube License,Shiksha House_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Education,"Education, Growth, New Horizone, Efficiency, National Income, Cultural Richness, Retention, Elementary Education, Navodaya Vidyalaya, Mid Day Meal, Bridge Course, Literate",People as Resource_Quality of Population_1,"Economics_2_People as Resource_Quality of Population_Education, an important indicator",https://drive.google.com/a/netscribes.com/file/d/1zjYL_shrHl1iYMpRAE3BWHoFnQ5XzFbM/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=7riZSrzxOzU,Learner,Explanation Content,5:56,NA,Standard YouTube License,Learner.in_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Education,"Human Development Index, Life Expectancy Index, Economic Development, Quality Of Life, Developed, Underdeveloped Nation",People as Resource_Quality of Population_2,Economics_2_People as Resource_Quality of Population_Educationa Index,https://drive.google.com/a/netscribes.com/file/d/1P_zHMt3cUCujm_b_HCw4ylh8CbCmrAzg/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/15B5bbouuhmp5sCKBnTkmDEluclyfUInh/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Education,"Sarva Shiksha Abhiyan, Elementary Education, Community-ownership, Natural Enviroment, Age Group, Academic Support, Training, Empowerment, Woman, Constitution",People as Resource_Quality of Population_3,Economics_2_People as Resource_Quality of Population_Sarva Shiksha abhiyan,https://drive.google.com/a/netscribes.com/file/d/1IxG7LkrAO_Cj2W1sL1p7DmK-wvQF2gsO/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=YWXprDe9aZk,Learner,Explanation Content,2:18,NA,Standard YouTube License,Audiopedia_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Education,"Elementary Education, College, Rural Urban, Indira Gandhi, Maulana Abdul Kalam Azad, University Education Commission, Jawaharlal Nehru, National Income, Scheduled Caste, Rural University",People as Resource_Quality of Population_4,Economics_2_People as Resource_Quality of Population_National Policy on Education,https://drive.google.com/a/netscribes.com/file/d/12zYVKD8ThKpWg5UPY9J6dS-HfSh9BcNh/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=InkqJwaZSvg,Learner,Explanation Content,6:36,NA,Standard YouTube License,Audiopedia_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Education,"Enrolment, Retention, Attendance Level, Upper Primary, Pulse, Oil , Fat, State Government, Honorarium",People as Resource_Quality of Population_5,Economics_2_People as Resource_Quality of Population_Understanding Mid day meal,https://drive.google.com/a/netscribes.com/file/d/1vreaJWqTgOVwA9UrT6jlsVaiWU0sPgWa/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=gNMMpl79pKQ,Instructor,Explanation Content,2:19,NA,Standard YouTube License,Factly_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Health,"Potential Ability,nutitional Status, Bihar, Uttar Pradesh, Liability, Doctor, Policies",People as Resource_Quality of Population_1,Economics_2_People as Resource_Quality of Population_Introduction to the Topic,https://drive.google.com/a/netscribes.com/file/d/1ov76o4lh7cd-Y3xcZ4xYElNNnZTj5NQr/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=nuYLqT9IENc,Learner,Explanation Content,2:16,NA,Standard YouTube License,Learner.in_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Health,"Infant Mortality, Immunization, Infectious Disease, Public Health, Child Mortality, Sustainable Development Goal",People as Resource_Quality of Population_2,Economics_2_People as Resource_Quality of Population_infant mortality Rate,https://drive.google.com/a/netscribes.com/file/d/1OSmnOCjiKFR_IV2AszLC8ORAYKqZPS28/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1aWqLMt66XEAqF_P-OMlqzvDob4HAf5fx/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Quality of Population,Quality of Population,Health,"Population Growth, Demographic, Crude Death Rate, Birth Control, Economic Development, Life Expectancy, Social Status, Reproductive Health, Birh Rate",People as Resource_Quality of Population_3,Economics_2_People as Resource_Quality of Population_Birth rate,https://drive.google.com/a/netscribes.com/file/d/1qQhNhKXgPth5NUJej6riKRrxy01nPgiR/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1U_vrmWm6nxLmp2WzAYWBs0oMfLWf2cHd/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Unemployment,Unemployment,NA,"Mgnrega, Statistic, Unemployment, Income, Employment Exchange",People as Resource_Unemployment_1,Economics_2_People as Resource_Unemployment_Unemployment in India,https://drive.google.com/a/netscribes.com/file/d/1nenB5B3dWA9Wm3Gihg_wYkqFAumTkvgQ/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1WvigAvoaNb9b4PncZLoCIplqNhfN6_AH/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Unemployment,Unemployment,NA,"Unemployment, Seasonal, Disguised, Liability, Wastage Of Manpower, Economic Overload, Dependency Ratio, Children, Old Age",People as Resource_Unemployment_2,Economics_2_People as Resource_Unemployment_Introduction to Topic,https://drive.google.com/a/netscribes.com/file/d/1JIsFCmyT5kLsrpvdbkGNGLODlUG3Hw9P/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=BjPtmtlTzSI,Learner,Explanation Content,7:13,NA,Standard YouTube License,Learner.in_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Unemployment,Unemployment,NA,"Unemployment, Frictional Unemployment, Voluntary Unemployment, Optimal Job",People as Resource_Unemployment_3,Economics_2_People as Resource_Unemployment_,https://drive.google.com/a/netscribes.com/file/d/18QcIx64Fy4MnimGzwE-OTyYr1wSHFnFZ/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=E6KxNL1mFqU,Learner,Explanation Content,2:14,NA,Standard YouTube License,Spoon Feed Me_www.youtube.com,
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Unemployment,Unemployment,NA,"Frictional Unemployment, Seasonal Unemployment, Labor Demand, Seasonally Adjusted, Structural Unemployment, Cyclical Unemployment, Production Possibilities Curve, Full Employment , Employment Policies, Unemployment",People as Resource_Unemployment_4,Economics_2_People as Resource_Unemployment_,https://drive.google.com/a/netscribes.com/file/d/1Nd_Gmx9lT5rgxICbEZElBXPt6IYwVfcp/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=S3QwMxRTPWM,Learner,Explanation Content,6:47,NA,Standard YouTube License,"Elizabeth Schmitt
  _www.youtube.com",
Centre,Class 9,Social Science,English,Economics,2,People as Resource,Human Resource,Unemployment,Unemployment,"Story of a Village, Case Study","Frictional Unemployment, Seasonal Unemployment, Labor Demand, Seasonally Adjusted, Structural Unemployment, Cyclical Unemployment, Production Possibilities Curve, Full Employment , Employment Policies, Unemployment",People as Resource_Unemployment_5,Economics_2_People as Resource_Unemployment_,https://drive.google.com/a/netscribes.com/file/d/1L5nmhlv_zoY0FtyYSfW2IB6qtRe6vloD/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=aFsJ7pSKoNU,Learner,Explanation Content,2:14,NA,Standard YouTube License,Learner.in_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,NA,NA,NA,"Economic, political, social well being, industrilization, economic growth, productivity, enviromental issue, capitalism, feudalism, industrialized countries, healthcare",Development_1,Understanding Economic Development_1_Development_Introduction to the Chapter,https://drive.google.com/a/netscribes.com/file/d/1A3hIbYoyT4A8Xezxcd2a9imlQRkvoNot/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1q9khr3OjUhey9OY9Dqk-OPTphf3VaGkv/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,NA,NA,NA,"Development, income, national income, human development index, natural resource, sustainability of Development, illiterate",Development_2,Understanding Economic Development_1_Development_Economic development,https://drive.google.com/a/netscribes.com/file/d/12uxqgjMf8IPH4Zn6_M9JMp1T7lu74a9g/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=KXS_Tj7FOas,Learner,Explanation Content,2:34,NA,Standard YouTube License,Dronstudy.com_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,NA,NA,NA,"Economic development, policy maker, standard of living, economic health, poverty, primary, seconday, tertiary, capital formation, traditional approach, growing economic aqqpproach, national product, agricultural, rural development, material production, Gross National Product, Gross domestic product, planning Commission, man power, natural resource, economic wealth",Development_3,Understanding Economic Development_1_Development_Overview of Economic Development,https://drive.google.com/a/netscribes.com/file/d/1mmrSd1t8CwceIsuQJ1wc8s-DoRUSu6Hg/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=ovSJQ4GZeHE,Learner,Explanation Content,5:53,NA,Standard YouTube License,"Iken Edu
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,"What Development Promises - Different People, Different Goals",Different Developmental Goals,NA,"economic goal, norway, sweden, poor person, clothing, shelter, colonial nation, Imperialistic power, monetary level, safe enviroment","Development_What Development Promises - Different People, Different Goals_1","Understanding Economic Development_1_Development_What Development Promises - Different People, Different Goals_Understanding the Developing Goal",https://drive.google.com/a/netscribes.com/file/d/1nkdbeEEo5bpRMk563gyExFHOQgsXeGTk/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Ri0Yvw7FT4Q,Learner,Explanation Content,11:39,NA,Standard YouTube License,Edunetworking_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,"What Development Promises - Different People, Different Goals",Different Developmental Goals,NA,"Economic development, landless labour, farmer, notion, dam, industrialist, tribal, income, development goal","Development_What Development Promises - Different People, Different Goals_2","Understanding Economic Development_1_Development_What Development Promises - Different People, Different Goals_Development Promises",https://drive.google.com/a/netscribes.com/file/d/1Rv_jgNuGdzfRm7UEWcOFW-bbslPv2nCX/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Uronic0t_og,Learner,Explanation Content,5:33,NA,Standard YouTube License,Science of Success_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,"What Development Promises - Different People, Different Goals",Different Developmental Goals,NA,"development, progessing, equality, food, shelter, clothing, political system, Political structure, industrialist, dam, electricity, farmer, landless,","Development_What Development Promises - Different People, Different Goals_3","Understanding Economic Development_1_Development_What Development Promises - Different People, Different Goals_Different people and Different goal",https://drive.google.com/a/netscribes.com/file/d/1Rndk733kCoGXUYVW2ntyE8wZH7e4Dp0q/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=g0jTWrgi3Ow,Learner,Explanation Content,8:33,NA,Standard YouTube License,"Pebbles CBSE Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,"What Development Promises - Different People, Different Goals",Different Developmental Goals,NA,"Sustainable, development goal, Millennium Development Goal, developing country, food security, nutrition, policies, child poverty, unemployed","Development_What Development Promises - Different People, Different Goals_4","Understanding Economic Development_1_Development_What Development Promises - Different People, Different Goals_Universal sustainable Development Goal",NA,PDF,https://sustainabledevelopment.un.org/content/documents/1684SF_-_SDG_Universality_Report_-_May_2015.pdf,Instructor,Explanation Content,NA,1.01,NA,Poulami Paul_www.sustainabledevelopment.un.org,Copyright checking is in progress
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Goals,Income and Other Goals,NA,"income, regular work, wage, equal treatment, freedom security, respect, economy, job security, job status, insecure",Development_Income and Other Goals_1,Understanding Economic Development_1_Development_Income and Other Goals_Income and other Goal,https://drive.google.com/a/netscribes.com/file/d/1z4KjORyZeujQJ4rfJtkpS6wcWJRpwDeJ/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=pxfXyUz6qIc,Learner,Explanation Content,8:55,NA,Standard YouTube License,"Pebbles CBSE Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Goals,Income and Other Goals,NA,"equal treatment, freedom, security, Respect, Discrimination",Development_Income and Other Goals_2,Understanding Economic Development_1_Development_Income and Other Goals_Understanding Income and other Goal,https://drive.google.com/a/netscribes.com/file/d/10UcfSt6TgxCTdJIhIcnyantI30mZSEhy/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=qNreBF2MNxk,Learner,Explanation Content,1:42,NA,Standard YouTube License,"Pebbles AP & TS Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Goals,Income and Other Goals,NA,"social movement, farmer, Adivasis, Narmada River, Gujarat, Sardar sarovar Dam, hunger strike",Development_Income and Other Goals_3,Understanding Economic Development_1_Development_Income and Other Goals_Narmada Bachao Andolan,https://drive.google.com/a/netscribes.com/file/d/1vSd8ZpwGMMt6EkwsrjflKw_cpG0o1srh/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1FoS7KZxIJQXeK4k5mKYtnvBK_uvXYMHR/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,National Development,National Development,NA,"Different people, conflicting people, freedom, industrialist, electricity, farmer, lender, community",Development_National Development_1,Understanding Economic Development_1_Development_National Development_Introduction to National Development,https://drive.google.com/a/netscribes.com/file/d/1A7RctMZocr_xLcaX-8jXeP_Z_y9PTHpI/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=SsQksmZRQtI,Learner,Explanation Content,5:26,NA,Standard YouTube License,"Pebbles CBSE Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,National Development,National Development,NA,"developed economic, middle income economy, infant mortality rate, Economical aspect, social aspect, equality, freedom, electricity, canada, USA, China, India, rich, per capita income, Developed Economic, Developing country, Net attendance Ratio, Education, health, security",Development_National Development_2,Understanding Economic Development_1_Development_National Development_National development,https://drive.google.com/a/netscribes.com/file/d/14f2qpGQBKrV0oF9QL7ctOKOCrG3ZoOrK/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=NUXU18XVRSA,Learner,Explanation Content,4:55,NA,Standard YouTube License,"learnFatafat
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,National Development,National Development,NA,"Growth, development, national income, standard of living, literacy rate, per capita income, growth, landless labour, wage, farmer, employment, freedom, social equality, socio-economic development, national income, mortality rate, education index, fixed stock",Development_National Development_3,Understanding Economic Development_1_Development_National Development_Development,https://drive.google.com/a/netscribes.com/file/d/1GnchsHDJ-GOVIBK4XEKl0l_8DO44BCuc/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=zo-VF8zH9eM,Learner,Explanation Content,12:57,NA,Standard YouTube License,Examrace_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,How to Compare Different Countries or States?,Comparison of Different Countries or States,NA,"different poupulation, income, average income, world bank, low income, united states, Human development Index, rich, poor, migrating, national income, Total population, middle Eastern, statistic, consensus",Development_How to Compare Different Countries or States?_1,Understanding Economic Development_1_Development_How to Compare Different Countries or States?_Compare Different countries or States,https://drive.google.com/a/netscribes.com/file/d/1Sv-RjKT8vlPYxJY3Hs87ZBPkQnOm9PBr/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=f9h65PSIf7M,Learner,Explanation Content,11:27,NA,Standard YouTube License,"Pebbles CBSE Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,How to Compare Different Countries or States?,Comparison of Different Countries or States,NA,"developed country, income, per capita income, goal, equality,",Development_How to Compare Different Countries or States?_2,Understanding Economic Development_1_Development_How to Compare Different Countries or States?_Comparison of two countries,https://drive.google.com/a/netscribes.com/file/d/1UmBFieqE0ljL9tlqX6YCTAYNaCjiftC_/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=U8ZChACDkkY,Learner,Explanation Content,1:41,NA,Standard YouTube License,"Pebbles AP & TS Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,How to Compare Different Countries or States?,Comparison of Different Countries or States,NA,"developed, developing, population, birth rate, death rate, welfare measure, nutrition, economic status",Development_How to Compare Different Countries or States?_3,Understanding Economic Development_1_Development_How to Compare Different Countries or States?_Difference between developed and developing countries,https://drive.google.com/a/netscribes.com/file/d/14sUMDjDyDYcg32SvzNTKxj-uie2Gi4CB/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=_dkUdTx-CFI,Instructor,Explanation Content,1:46,NA,Standard YouTube License,Difference Between_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,How to Compare Different Countries or States?,Comparison of Different Countries or States,Average Income,"good, currency, PP, exchange rate, market exchange rate, hedging, government intervention, speculation trading, GDP",Development_How to Compare Different Countries or States?_1,Understanding Economic Development_1_Development_How to Compare Different Countries or States?_Purchasing power parity,https://drive.google.com/a/netscribes.com/file/d/14ndMLqvF8c97_eIZdyJL4vXn9S6qQrm1/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=pbIhGTJe41k,Learner,Explanation Content,2:04,NA,Standard YouTube License,Siva sivani_www.youtube.com,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,How to Compare Different Countries or States?,Comparison of Different Countries or States,Average Income,"average income, per capita income, population, gross domestic product, Human development index, inflation, income distribution",Development_How to Compare Different Countries or States?_2,Understanding Economic Development_1_Development_How to Compare Different Countries or States?_Per capital Income,https://drive.google.com/a/netscribes.com/file/d/1XwrCzSe_9bm-FOXhL1UUV2_vQ_WMlbp4/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1-3EEJrB5Qbdbw1L0C2xv8gbRM6JubNf5/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Criteria,Income and Other Criteria,NA,"income, statistic, per capita income, punjab, haryana, Himachal pradesh, world bank, infant mortality rate, Literacy rate, society",Development_Income and Other Criteria_1,Understanding Economic Development_1_Development_Income and Other Criteria_Introduction to the Topic,https://drive.google.com/a/netscribes.com/file/d/1kdzhkfGxnvKfhnz3mZGA5Oe8jShLgeoK/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=cYy-dpthLIc,Learner,Explanation Content,3:55,NA,Standard YouTube License,"Pebbles AP & TS Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Criteria,Income and Other Criteria,NA,"per capita income, world bank, purchasing power parity, income inequality, gini coefficient, goa, Delhi, Haryana, Telangana, sikkim, punjab, maharastra, Tamil nadu, Gujarat, Kerela, poverty",Development_Income and Other Criteria_2,Understanding Economic Development_1_Development_Income and Other Criteria_Income in India,https://drive.google.com/a/netscribes.com/file/d/1oyTsLfzI-xBlOc7CL6ys_C2Qr51O4S0P/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/17CztQljtk9uWmdYnk-JqnFM6OdY52Izr/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Income and Other Criteria,Income and Other Criteria,NA,"gross domestic state product, gross domestic product, Maharashtra, Kerala, Bihar",Development_Income and Other Criteria_3,Understanding Economic Development_1_Development_Income and Other Criteria_GDP per capita of Various Indian State,https://drive.google.com/a/netscribes.com/file/d/1l5BIamD1fKv0h1dsANPzG7Le6mCd3q_6/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1b367Q6sNYbLqiKmeXLCAgIB7G2gh3jsE/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Public Facilities,Public Facilities,NA,"income, infant mortality rate, life expectancy, public distribution, punjab, ration shop, nutritious food, healthy people, standard of living, National Development Programme, United nations Development Programme, Asian Countries, Sri lanka, Education, human development, underground water, non-renewable, subsidy",Development_Public Facilities_1,Understanding Economic Development_1_Development_Public Facilities_Public Facilities,https://drive.google.com/a/netscribes.com/file/d/1KkmACpH_pkgq20NCpjZW62FYG96yevcd/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=4T3R0zVTy-c,Learner,Explanation Content,10:45,NA,Standard YouTube License,"Pebbles CBSE Board Syllabus
  _www.youtube.com",
Centre,Class 10,Social Science,English,Understanding Economic Development,1,Development,Development,Public Facilities,Public Facilities,NA,"individual level, government, public facilities, healthcare, sanitation, Public transport, road, school, public welfare, educated, school, electricity, farmer, shopkeeper, hospital, right to education, right to life, profit, governmental organisation, privatisation, competition,annual budget, social security, defense and security",Development_Public Facilities_2,Understanding Economic Development_1_Development_Public Facilities_Introduction to Public Facilities,https://drive.google.com/a/netscribes.com/file/d/1vBmB_tliUTs7VakB9RZ9lx2uOXiPVk98/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=LT-AdKgz0J4,Learner,Explanation Content,6:34,NA,Standard YouTube License,"ikenschool
  _www.youtube.com",
